,Combined Description Cleaned,Assignment group,LabelEncodings
2427,connectivity off connection again i was not doing anything in certain just finished a call,GRP_2,12
2428,wrongful tool so received from good morning i just sent a request but found more data so the attached to look into issue when at tool in saw sample line was cost it shouldnt have been go order step on line document flow see completely different number than what is highlight below for no cost as should be flow entire both please help me understand why product twice sample and second not let know need do my end with this please record correct best,GRP_13,5
2429,wrongful tool so received from good morning i just sent a request but found more data so the attached to look into issue when at tool in saw sample line was cost it shouldnt have been go order step on line document flow see completely different number than what is highlight below for no cost as should be flow rest both please help me understand why customer twice sample and second not let know need do my end with this please record correct best,GRP_13,5
2430,wrongful tool so received from good morning i just sent a request but found more data so the attached to look into issue when at tool in saw sample same was cost it shouldnt have been go order step on line document flow see completely different number than what is highlight below for no cost as should be flow entire both please help me understand why customer twice sample and second not let know need do my end with this please record correct best,GRP_13,5
2431,wrongful tool received from good morning their customer was for a sample line that as no charge in i will be issuing credit to the customer amount but can you tell me why it begin with best,GRP_13,5
2432,wrongful tool received from good morning our client was for a sample line that as no charge in i will be issuing credit to the customer amount but can you tell me why it begin with best,GRP_13,5
2433,wrongful tool received from good morning our customer was for a sample line that as no charge in i will be authorization credit to the customer amount but can you tell me why it begin with best,GRP_13,5
2434,zup file received from i have a large that want to and add folder on intellectual property when the try save it there is not enough space chief counsel for,GRP_12,4
2435,zip file received from i have a large that want to and add folder on intellectual property once the try save it there is not enough space chief counsel for,GRP_12,4
2436,zip file received from i have a large that want to and add folder on intellectual property when the try save it there is not enough space chief advised for,GRP_12,4
2437,received from printer defective this communication is intended solely for the use of and may contain information that confidential worthy protection or from disclosure under applicable law distribution distribution original by other than strictly if you have message mistake please notify sender delete message company select following link to view disclaimer in an alternate language,GRP_33,27
2438,received from printer defective this communication is intended solely for the use of and may contain information that confidential worthy protection or from disclosure under applicable law distribution distribution reproduction by other than strictly if you have message mistake please notify sender delete message company choose following link to view disclaimer in an alternate language,GRP_33,27
2439,received from printer defective this communication is intended solely for the use of and may contain information that confidential worthy protection or from disclosure under applicable law distribution distribution reproduction by other than strictly if you have message mistake please notify sender delete message company select following page to view disclaimer in an alternate language,GRP_33,27
2440,performance in different with and o tool especially several eu tool the search see attachment over complete day,GRP_25,18
2441,performance in different with and eu tool especially numerous eu tool the search see attachment over complete day,GRP_25,18
2442,performance in different with and eu tool especially several eu tool the search see attachment almost complete day,GRP_25,18
2443,or collaboration platform to i want directly that are saved in a file can that be done was told open ticket and have assigned collaboration development group,GRP_16,8
2444,or collaboration launch to i want directly that are saved in a file can this be done was told open ticket and have assigned collaboration development group,GRP_16,8
2445,or collaboration platform to i want directly that are once in a file can this be done was told open ticket and have assigned collaboration development group,GRP_16,8
2446,product in logical warehouse plant batch is when receipt can receive into plant information process it begun happen more frequently over the past month following are as where this and,GRP_54,50
2447,product in logical warehouse plant batch is when confirmation to receive into plant information process it begun happen more frequently over the past month following are as where this and,GRP_54,50
2448,product in logical warehouse plant batch is when receipt to receive into plant information making it begun happen more frequently over the past month following are as where this and,GRP_54,50
2449,want to setup a in and active directory create the assign let know when is ready,GRP_2,12
2450,need to setup a in and active directory create of assign let know when is ready,GRP_2,12
2451,need to setup a in and activity directory create the assign let know when is ready,GRP_2,12
2452,volume devoid ora on setup is over space available m,GRP_1,1
2453,volume devoid ora on server only over space available m,GRP_1,1
2454,volume devoid ora on configuration is over space available m,GRP_1,1
2455,up eu tool error log out of order,GRP_24,17
2456,with eu tool error logged out of order,GRP_24,17
2457,with bom tool error log out of order,GRP_24,17
2458,is the finance system still down we need this to retrieve financial information for our publication,GRP_55,51
2459,is the finance system still down we need this to retrieve financial information for us quarterly,GRP_55,51
2460,is the finance system still down we need same to retrieve financial information for our quarterly,GRP_55,51
2461,faulty,GRP_33,27
2462,is still not able able open the folder ie project from sent to subject ticket none hello please look into this subject and provide access best,GRP_12,4
2463,is still not able to open the delete ie project from sent to subject ticket none hello please look into this subject and provide access best,GRP_12,4
2464,is still not able to open the folder ie project from sent to topic ticket none hello please look into this subject and provide access best,GRP_12,4
2465,printer with em in received from hello everybody the no longer via entry letterhead please correct thank you to best,GRP_42,37
2466,printer with em in received from yes everybody the no longer via entry letterhead please correct thank you advance best,GRP_42,37
2467,printer with em in received from hello everybody the no longer via first letterhead please correct thank you advance best,GRP_42,37
2468,does would work,GRP_42,37
2469,if not work,GRP_42,37
2470,does not working,GRP_42,37
2471,display link not working received from hello my is working help message comes as could recognize controller manager company,GRP_19,11
2472,display link not working receive from hello my is working help message comes as could recognize device manager company,GRP_19,11
2473,displayed link not working received from hello my is working help message comes as could recognize device manager company,GRP_19,11
2474,need display links adaptor and card holder received from hello please note that my is not working kindly arrange a replacement also i new data for best,GRP_19,11
2475,need display link adaptor and card holder received from hello please note that my is not working kindly arrange a replacement also i newly data for best,GRP_19,11
2476,need display link adaptor and card holder received from hello please note that my is not work kindly arrange a replacement also i new data for best,GRP_19,11
2477,copy of received up kindly the user id to local folder no,GRP_19,11
2478,copy of received from kindly the user tag to local folder no,GRP_19,11
2479,copy of received from kindly same user id to local folder no,GRP_19,11
2480,telephony via remote number received from hello team got a problem i cannot call as working can you help,GRP_7,67
2481,telephony via remote number received from hello team got a problem i cannot if while working can you help,GRP_7,67
2482,telephony via remote number received from hello team got a problem i not call while working can you help,GRP_7,67
2483,with o tool,GRP_24,17
2484,with eu use,GRP_24,17
2485,with eu easy,GRP_24,17
2486,please create a folder in the team drive forth received from would you forth name full access many thanks human company this communication is intended solely for use of and may contain information that confidential confidential or exempt from disclosure under applicable law distribute distribution reproduction this by other than strictly if have message mistake notify sender delete message select following link to view disclaimer an alternate language,GRP_12,4
2487,please create a folder in the team drive forth received from would you forth name full access those thanks human company this communication is intended solely for use of and may contain information that confidential confidential or exempt from disclosure under applicable law distribution distribution reproduction this by other than strictly if have message mistake notify sender delete message select following link to view disclaimer an alternate language,GRP_12,4
2488,please create a folder in the team drive forth received from would you forth name full access many thanks human company this communication is intended solely for use of and may contain information that confidential confidential or exempt from disclosure under applicable law distribution distribution reproduction this by other than strictly if have message mistake notify forwarding delete message select following link to view disclaimer an alternate language,GRP_12,4
2489,job in job schedule at given from,GRP_5,45
2491,job in job resume at received from,GRP_5,45
2492,latitude click not the vendor phone,GRP_19,11
2493,extent tab not the vendor phone,GRP_19,11
2494,latitude tab not the vendor mobile,GRP_19,11
2495,so not working working new as well old tried user were getting welcome message after that it is blank nothing can be,GRP_37,31
2496,so would working working new as well old tried user are getting welcome message after that it is blank nothing can be,GRP_37,31
2497,so not working working new as well old tried interface are getting welcome message after that it is blank nothing can be,GRP_37,31
2498,machine r no function please check,GRP_33,27
2499,machine r without parameter please check,GRP_33,27
2500,machine r without function here check,GRP_33,27
2501,fixing purchase directly from one po been failing for everyone since yesterday unsuccessful,GRP_29,22
2502,fixing purchase simply from the po been failing for everyone since yesterday unsuccessful,GRP_29,22
2503,fixing purchase directly from the po been failing for everyone since last unsuccessful,GRP_29,22
2504,hardware for machine defective,GRP_24,17
2505,computer making machine defective,GRP_24,17
2506,system for machine defective,GRP_24,17
2507,new customer some problem i have customer account in but it a problem customer is for deletion the area selected please give handle it,GRP_15,7
2508,new customer many problem i have customer account in but it a problem customer is for deletion the area selected please help handle it,GRP_15,7
2509,new product some problem i have customer account in but it a problem customer is for deletion the area selected please help handle it,GRP_15,7
2513,mouse defect,GRP_24,17
2514,with excel,GRP_24,17
2515,engineering tool urgent customer drawing change replace of file not possible briefly describe what you were trying to do and the issue could it is replace original file as following error please refer attached picture include a any,GRP_11,3
2516,engineering tool urgent customer drawing change replace of file not possible briefly describe what you were trying to do and the issue have it is replace original file well following error please refer attached picture include a any,GRP_11,3
2517,engineering use urgent customer drawing change replace of file not possible briefly describe what you were trying to do and the issue have it is replace original file as following error please refer attached picture include a any,GRP_11,3
2518,unable to create and were for per found the error message as attached ask help fixing this advise back us,GRP_29,22
2519,unable to create and were for per found the error message as attached please help fixed this advise back us,GRP_29,22
2520,unable to create and were for per found the error message as attached please need fixing this advise back us,GRP_29,22
2521,record received from amy li sent to subject re we know to understand why the cost is high for in plant select one example this plant ship plant order relevant and intercompany billing plant shipment plant did not so delivery on this from margin report it high based lot size same as order,GRP_44,39
2522,record received from amy li sent to subject re we want to understand why the cost is high for in produce select one example this plant ship plant order relevant and intercompany billing plant shipment plant did not so delivery on this from margin report it high based lot size same as order,GRP_44,39
2523,record received from amy ti sent to subject re we want to understand why the cost is high for in plant select one example this plant ship plant order relevant and intercompany billing plant shipment plant did not so delivery on this from margin report it high based lot size same as order,GRP_44,39
2524,credit limit revision for company tooling and received from send am to subject please look into the request of this is one point schedule closure was th need your support to complete activity so that we can respond team point best,GRP_10,2
2525,credit maximum revision for company tooling and received from sent am to subject please look into the request of this is one point schedule closure was th need your support to complete activity so that we can respond team point best,GRP_10,2
2526,credit limit revision for company tooling and received from came am to subject please look into the request of this is one point schedule closure was th need your support to complete activity so that we can respond team point best,GRP_10,2
2527,same is getting locked daily,GRP_2,12
2528,account is get locked daily,GRP_2,12
2529,account only getting locked daily,GRP_2,12
2530,engineering tool project not in that right order received from hello about tool are order,GRP_25,18
2531,engineering tool project not in the right possible received from hello about tool are order,GRP_25,18
2532,engineering easy project not in the right order received from hello about tool are order,GRP_25,18
2533,lan connection in training room should working also need to via adapter,GRP_28,21
2534,lan connection in trainer room not working also need to via adapter,GRP_28,21
2535,lan connection in training desk not working also need to via adapter,GRP_28,21
2536,backup space on e is available out of,GRP_12,4
2537,disk space the e is available out of,GRP_12,4
2538,disk space on e is limited out of,GRP_12,4
2539,solid works issue when trying to give print work see handle,GRP_19,11
2540,solid works issue when trying can give print work see attachment,GRP_19,11
2541,solid works issue when trying to give print work seeing attachment,GRP_19,11
2542,not able to login into ethics received from dear sir i am in portal complete the course kindly know needful error screen shot attached for reference with best,GRP_23,16
2543,not able to login into ethics received from yours sir i am in portal complete the course kindly do needful error screen shot attached for reference with best,GRP_23,16
2544,not able to login into ethics received from dear sir i am in portal complete the course kindly do needful error screen shot attached for reference with most,GRP_23,16
2546,restart for password management tool password reset the,GRP_17,9
2548,job in job schedule up received from,GRP_9,73
2551,ko assign for user system system from sent to ranging subject ing ticket no additional access this role been and i have it numerous times in the past is will still not resolve issue at hand that deal with possibly data please loop team global data to get hell manager t m f company technology way pa ranging am hi below purchase assigned may issue can you check if needs be system provide your approval same role,GRP_29,22
2552,ko assign for user system system from sent to ranging subject re ticket no additional access this as been and i have it numerous times in the past is will still not resolve issue at hand that deal with possibly data please loop team global data to get hell manager t m f company technology way pa ranging am hi below purchase assigned may issue can you check if needs be system provide your approval same role,GRP_29,22
2553,ko assign for user system system this sent to ranging subject re ticket no additional access this role been and i have it numerous times in the past is will still not resolve issue at hand that deal with possibly data please loop team global data to get hell manager t m f company technology way pa ranging am hi below purchase assigned may issue can you check if needs be system provide your approval same role,GRP_29,22
2555,job eu tool notch the job schedule at received from,GRP_8,72
2557,account is locked the user the password affected account to be,GRP_48,43
2558,account only locked the user the password causing account to be,GRP_48,43
2559,account is locked same user the password causing account to be,GRP_48,43
2560,an error is displayed after entering the and password after user name when logging in it because are wrong,GRP_48,43
2561,an error is displayed after entering the as password after user name when logging in it that are wrong,GRP_48,43
2562,an error is displayed after entering one and password after user name when logging in it that are wrong,GRP_48,43
2563,volume j safe on server is over space only g,GRP_1,1
2564,volume j safe the server is over space available g,GRP_1,1
2565,volume j safe on server is past space available g,GRP_1,1
2566,volume c up server is over space available g,GRP_12,4
2567,reduced c on server is over space available g,GRP_12,4
2568,volume c on server is over space available f,GRP_12,4
2569,account is kept user account locked request to unlock,GRP_48,43
2570,account is locked user account locked notice to unlock,GRP_48,43
2571,account is locked user account locked notified to unlock,GRP_48,43
2574,job place job schedule at received from,GRP_8,72
2575,no force on the,GRP_3,23
2576,no power on same,GRP_3,23
2577,no power on of,GRP_3,23
2578,the product is not in line with the warehouse error where few number,GRP_48,43
2579,the product is should in line with the warehouse error where lot number,GRP_48,43
2580,the product is not in line with the shop error where lot number,GRP_48,43
2581,boot black screen after of computer is blank and host no alarm,GRP_48,43
2582,boot black screen after the computer which blank and host no alarm,GRP_48,43
2583,boot black picture after the computer is blank and host no alarm,GRP_48,43
2584,outlook repeatedly for password box up repeatedly a password unable to send,GRP_48,43
2585,outlook repeatedly for delete box up repeatedly a password unable to receive,GRP_48,43
2586,outlook repeatedly well password box up repeatedly a password unable to receive,GRP_48,43
2587,file server would to have,GRP_12,4
2588,file server but to have,GRP_12,4
2589,file server not to already,GRP_12,4
2590,cannot send to this customer from sent am particular help please let me know why i best,GRP_26,19
2591,cannot send to this customer from sent am subject help you let me know why i best,GRP_26,19
2592,cannot sent to this customer from sent am subject help please let me know why i best,GRP_26,19
2593,provide network access to that match hello could you please like who person name manager name automatically id best,GRP_12,4
2594,provide network access to which match hello could you please like who person name manager name user id best,GRP_12,4
2595,provide network access to that match hello could you please like whom person name manager name user id best,GRP_12,4
2596,monitor one bright yellow once it up,GRP_3,23
2597,monitor is bright yellow once it over,GRP_3,23
2598,monitor is light yellow once it up,GRP_3,23
2599,well malfunction,GRP_3,23
2600,need print to adobe expert or any that option computer,GRP_3,23
2601,need print to adobe professional either any that option computer,GRP_3,23
2602,need print to adobe providing or any that option computer,GRP_3,23
2603,the finance system only down i need someone in group to verify that oracle up and running hemp on server,GRP_55,51
2604,the finance system is down i need someoffe in group to verify that oracle up and running hemp on server,GRP_55,51
2605,the finance system is down i need someone in group to verify that oracle up both running hemp on server,GRP_55,51
2606,protection report,GRP_2,12
2607,i going a mysterious error on every boot of my,GRP_3,23
2608,i get is mysterious error on every boot of my,GRP_3,23
2609,i get a mysterious error on time boot of my,GRP_3,23
2610,cannot print up x paper new,GRP_3,23
2611,must print on x paper new,GRP_3,23
2612,not print on x paper new,GRP_3,23
2613,defect from sent to subject ticket hello enter a regarding local it is already working on that with external supplier actually to make sure all work tracked best,GRP_33,27
2614,defect from sent to subject ticket hello enter a concerned local it is already working on that with external supplier just to make sure all work tracked best,GRP_33,27
2615,defect from sent to subject ticket hello enter a regarding local it is already workinging on that with external supplier just to make sure all work tracked best,GRP_33,27
2616,is even open for the telephone system outage disruption received from its been down long distance most of day,GRP_37,31
2617,is there open for the telephone system outage disruption received from its been down long distance most of days,GRP_37,31
2618,is there open for the telephone system outage disruption received from its been down long distance most the day,GRP_37,31
2619,customer unoneble to hear user on telephony i am in both and a soft phone when the select pick up answer call no one can me extension number system back number,GRP_7,67
2620,customer unable to hear user on telephony i am in both and a soft phanother when the select pick up answer call no one can me extension number system back number,GRP_7,67
2621,customer unable to hear user on telephony i am in both and a soft phone when the select pick up answer call no one will me extension number system back number,GRP_7,67
2622,tool only an event in the log with id on host,GRP_14,6
2623,tool is a event in the log with id on host,GRP_14,6
2624,tool one an event in the log with id on host,GRP_14,6
2625,please provide for our white ben li patience rob re provider plan hi can you work with your local it team to determine address and is a in the office check that routing place from her network connect over tool,GRP_56,52
2626,please provide for our white ben bu patience rob re company plan hi can you work with your local it team to determine address and is a in the office check that routing place from her network connect over tool,GRP_56,52
2627,please provide for our white ben li patience rob re company plan hi can you work with your local it team to determine information and is a in the office check that routing place from her network connect over tool,GRP_56,52
2628,unable make make outbound from,GRP_37,31
2629,unable to make forwarding from,GRP_37,31
2630,failing to make outbound from,GRP_37,31
2631,sending on behalf received from hello i am a delegate well finance set up to send of finance but when the recipient mail it what want is just say name like had been sent from him and both have their that way,GRP_26,19
2632,sending on behalf received from hello i am a delegate for finance set up to send of finance but when the recipient mail it what want is just think name like had been sent from him and both have their that way,GRP_26,19
2633,sending on behalf received from hello i am a delegate for finance set up to send of finance but when the recipient mail it what want is just say name like had been sent from him and well have their that way,GRP_26,19
2634,which not since th,GRP_13,5
2635,is but since th,GRP_13,5
2636,is be since th,GRP_13,5
2637,circuit outisge company router is down since am on site up circuit what type of network x circuit power please specify outage top no when did it start maintenance power na company power provider network maint does have a backup yes active yes contact notified remote dialing na equipment reset na working yes vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2638,circuit outage company router is down since am on site up circuit what type of network x circuit power please specify outage top no when did it start maintenance power na company power provider network maint does have a backup yes active yes contact notified access dialing na equipment reset na working yes vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2639,circuit outage company router is down since am on site up circuit what type of network x circuit power please specify outage top no when did it start maintenance power na company power provider network maint because have a backup yes active yes contact notified remote dialing na equipment reset na working yes vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2640,hand scanner out with r still does not work after replacement replacement please check and replace again if necessary,GRP_33,27
2641,hboth scanner on with r still does not work after replacement replacement please check and replace again if necessary,GRP_33,27
2642,hand scanner on with r still does not work after replacement replacement please check and replace again unless necessary,GRP_33,27
2643,visit request received from hello support team i need on my can know please install it approval attached below best,GRP_28,21
2644,visso request received from hello support team i need on my can you please install it approval attached below best,GRP_28,21
2645,visit request received from hello support team i need on me can you please install it approval attached below best,GRP_28,21
2646,setup they,GRP_24,17
2647,setup we ger,GRP_24,17
2648,setup know ewe,GRP_24,17
2649,configure we ewe,GRP_24,17
2650,moshouldntor defeat nit,GRP_24,17
2651,detect defeat nit,GRP_24,17
2652,periodically defeat nit,GRP_24,17
2653,create hip replace hard drive,GRP_33,27
2654,create hip upgrade hard drive,GRP_33,27
2655,create back replacement hard drive,GRP_33,27
2656,creonete a new folder in the of eu tool please folder received from hello please path under c c c directory impact award use as designation for visualization are on i hand c reason i have some our system breakdown so they will chance to look into this when want do any notification people because we still with and old was part am best,GRP_25,18
2657,create a new folder in the of eu tool please folder received from hello please path under c c c directory impact award use as designation for visualization are on i hand c reason i have some our system breakdown so they will could to look into this when want do any notification people because we still with and old was part am best,GRP_25,18
2658,create a new folder in the of eu tool please folder received from hello please path under c c c directory impact award use as designation for visualization are on i hand c reason i have some our system breakdown so they will chance to way into this when want do any notification people because we still with and old was part am best,GRP_25,18
2659,network outage engineering warehouse business is down since am on what type of x network circuit power please specify outage top site no when did it start maintenance power no company power provider network no maint does have a backup circuit no active no contact notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2660,network outage engineering warehouse company is down since am on what type of x network circuit power please specify outage top site not when did it start maintenance power no company power provider network no maint does have a backup circuit no active no contact notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2661,network outage engineering warehouse company is down since am on what type of x network circuit power please specify outage top site no when did it start maintenance power no company power provider network no maint does have a backup circuit no active no please notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2662,query finance financial management web tier service,GRP_12,4
2664,oracle finance financial management web ie service,GRP_12,4
2665,unable can launch error message attached,GRP_12,4
2666,unable to launch error message either,GRP_12,4
2667,able to launch error message attached,GRP_12,4
2671,dynamics open from received from dear all personnel by mistake his week ago can somebody please check if these be,GRP_40,35
2672,dynamics open from received from dear all personnel by wrong his week ago can someone please check if these be,GRP_40,35
2673,dynamics open from received from dear all personnel by mistake his week ago can someone please check if these will,GRP_40,35
2674,printer defective paternoster,GRP_24,17
2675,scanner defect paternoster,GRP_24,17
2676,computer defective paternoster,GRP_24,17
2680,check the on alfa set measuring device the device must being checked according to,GRP_33,27
2681,check the off alfa set measuring device the device must be checked according to,GRP_33,27
2682,check the on alfa set measuring device the device must be checked same to,GRP_33,27
2683,power outage plant vendor secondary circuit is down since am on what type of network x circuit power please specify outage top site yes when did it start maintenance power no company provider network no maint does have a backup yes active yes contact notified remote phone equipment reset working yes vendor ticket global vendor vendor vendor additional diagnostics,GRP_8,72
2684,power outage plant customer secondary circuit is down since am on what type of network x circuit power please specify outage top site yes when did it start maintenance power no company provider network no maint does have a backup yes active yes contact notified remote dialing equipment reset working yes vendor ticket global vendor vendor vendor additional diagnostics,GRP_8,72
2685,power outage plant vendor secondary signal is down since am on what type of network x circuit power please specify outage top site yes when did it start maintenance power no company provider network no maint does have a backup yes active yes contact notified remote dialing equipment reset working yes vendor ticket global vendor vendor vendor additional diagnostics,GRP_8,72
2686,po number been comment with incorrect account,GRP_10,2
2687,ko number been posted with incorrect account,GRP_10,2
2688,ba number been posted with incorrect account,GRP_10,2
2689,training room not connect bearer,GRP_28,21
2690,trainer room cannot connect bearer,GRP_28,21
2691,training room must connect bearer,GRP_28,21
2692,interface and are down on switching since am,GRP_8,72
2693,interface and are up on switch since am,GRP_8,72
2694,interface and are down on disconnect since am,GRP_8,72
2695,circuit is down since am on what type of outage network x turn please specify outage top site no when did it start maintenance power no company power provider network no maint does have a backup yes active yes contact notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
2696,circuit is down since am on what type of outage network x power please specify outage top site no when did it start maintenance power no company power provider network no maint does have a backup yes active yes contact notified remote dialing equipment reset working supplier ticket global vendor vendor additional diagnostics,GRP_8,72
2698,hurry up monitor defective for new construction sitting,GRP_28,21
2699,hurry up monitor defective making new construction floor,GRP_28,21
2701,login profile found cannot login,GRP_31,25
2702,logged profile missing cannot login,GRP_31,25
2704,device does not properly boot over system before user login,GRP_28,21
2705,device if not properly boot up system before user login,GRP_28,21
2706,device does not properly boot up control before user login,GRP_28,21
2707,help way run out under received from dear team we got a stock recall for should return plant then i base on this recall was just against the of rest lot company,GRP_6,56
2708,help to run out under recedidntved from dear team we got a stock recall for should return plant then i base on this recall was just against the of rest lot company,GRP_6,56
2709,help to run out under received from dear team we got a stocks recall for should return plant then i base on this recall was just against the of rest lot company,GRP_6,56
2713,please provide of the issue not able to view attachment customer yesterday i received disappearing only losing on and off did not solve today following message is bottom,GRP_15,7
2714,please provide of the issue not able to view attachment customer yesterday i received hourglass just losing on and off did not solve today following message is bottom,GRP_15,7
2715,please provide of the issue but able to view attachment customer yesterday i received hourglass only losing on and off did not solve today following message is bottom,GRP_15,7
2720,job job in job schedule at given from,GRP_9,73
2722,little lion print received from dear all this is jay from plant plant label whenever we do for export sometimes printer does not the so cancel shipment and redo there another way us to have not,GRP_18,10
2723,little zebra print received from dear all this is jay from plant plant label whenever we do for export sometimes printer does not the so cancel shipment and redo there another way us to could not,GRP_18,10
2724,little zebra print received from dear all this is jay from plant plant label whenever we do for export sometimes printer does not the so cancel shipment and redo there another way us to already not,GRP_18,10
2728,job eu tool notch in job schedule up received from,GRP_8,72
2729,good eu tool notch in job schedule at received from,GRP_8,72
2730,job eu tool notch in job schedule around received from,GRP_8,72
2731,is be,GRP_30,24
2733,job in job resume at received from,GRP_8,72
2735,cannot create meeting there is no meeting on concern calendar,GRP_31,25
2736,cannot create next there is no meeting on outlook calendar,GRP_31,25
2737,cannot create meeting there is no meeting on outlook schedule,GRP_31,25
2738,my outlook print are set in portrait orientation and they other can you help me see it accountant,GRP_31,25
2739,my outlook print are one in portrait orientation and they all can you help me see it accountant,GRP_31,25
2740,my concern print are set in portrait orientation and they all can you help me see it accountant,GRP_31,25
2741,tool no cannot be shown in there po and no however this voucher no does not exist as attachment shown men found after making the transaction still exist only mir is tool please tell us resolve problem,GRP_10,2
2742,tool no can be shown in we po and no however this voucher no does not exist as attachment shown men found after making the transaction still exist only mir is tool please tell us resolve problem,GRP_10,2
2743,tool no cannot be shown in we po and no however this voucher no does not exist as attachment shown men found after making the transaction still exist only mir is tool please telling us resolve problem,GRP_10,2
2744,carrier not through shipping system in getting the following invalid message server is unable to process request,GRP_18,10
2745,carrier not through shipping system in getting the following error message server is unable to process notified,GRP_18,10
2746,carrier not through shipping system in already the following error message server is unable to process request,GRP_18,10
2747,unable to connect search old data please assign this ticket the is back,GRP_3,23
2748,unable to connect search old data please assign this ticket the is off,GRP_3,23
2749,unable to connect search old data please assign thbe ticket the is down,GRP_3,23
2750,are not with correct delivery this is in reference to it all i company and spoke confirmed that the route from get them on turn around ship us new date for she was sure why of center after investigating looking at screen provided by what happening information system if a ran an availability check art they could see but it did update order i went into order manually stock order customer were look now through center would when time open item case not we looking because issue as been going some now first have on can run every be anything less unacceptable,GRP_6,56
2751,are not with correct delivery this is in reference to so all i company and spoke confirmed that the route from get them on turn around ship us new date for she was sure why of center after investigating looking at screen provided by what happening information system if a ran an availability check art they could know but it did update order i went into order manually stock order customer were look now through center would when time open item case not we looking because issue as been going some now first have on can run every be anything less unacceptable,GRP_6,56
2752,are not with correct order this is in reference to so all i company and spoke confirmed that the route from get them on turn around ship us new date for she was sure why of center after investigating looking at screen provided by what happening information system if a ran an availability check art they could see but it did update order i went into order manually stock order customer were look now through center would when time open item case not we looking because issue as been going some now first have on can run every be anything less unacceptable,GRP_6,56
2753,need ticket previously from this item was at plant and into plant it stock plant on sept that point i would have the system to automatically product plant where there is safety forecast can you please advise if process working working why did not move supply chain planner strategic company technology way pa,GRP_6,56
2754,need ticket received from this item was at plant and into plant it stock plant on sept that point i would have the system to automatically product plant where there is safety forecast can you here advise if process working working why did not move supply chain planner strategic company technology way pa,GRP_6,56
2755,need ticket sent from this item was at plant and into plant it stock plant on sept that point i would have the system to automatically product plant where there is safety forecast can you please advise if process working working why did not move supply chain planner strategic company technology way pa,GRP_6,56
2756,problem error certificate does not exist business client product engineering contact unable to when the business attach message d engineering drawing tool from business based format from path business client engineering drawing search display document select copy to select directory result,GRP_3,23
2757,problem error certificate does not exist business client product engineering contact unable to when the business attached message d engineering drawing tool from business based format from direction business client engineering drawing search display document select copy to select directory result,GRP_3,23
2758,problem error certificate does not necessarily business client product engineering contact unable to when the business attached message d engineering drawing tool from business based format from path business client engineering drawing search display document select copy to select directory result,GRP_3,23
2759,reset the password for on various phone system interaction only need rest in my office,GRP_7,67
2760,reset the password for the other phone system interaction only need rest in my office,GRP_7,67
2761,reset the delete for on other phone system interaction only need rest in my office,GRP_7,67
2762,printer configure bit driver installation on the,GRP_19,11
2763,printer configure bit driver install on new,GRP_19,11
2764,printer configure too driver installation on new,GRP_19,11
2765,not able to call into the company toll free one i just received a from our person in st mo that he tried on number time but message was service checked dialing and is correct urgent,GRP_8,72
2766,not to to call into the company toll free number i just received a from our person in st mo that he tried on number time but message was service checked dialing and is correct urgent,GRP_8,72
2767,not able to call into the company toll free number i just received a from our person in st mo that he tried on number time although message was service checked dialing and is correct urgent,GRP_8,72
2768,unable to open in engineering quitel engineering tool is format and on tool it too,GRP_3,23
2769,unable to open in engineering tool engineering tool is format and on tool that too,GRP_3,23
2770,unable to closed in engineering tool engineering tool is format and on tool it too,GRP_3,23
2777,unable to access user for an issue where after her id got last i checked in password management tool and its not showing any under name only active directory you help check with the at on this as she needs production old new,GRP_2,12
2778,unable to access user for an problem where after her id got last i checked in password management tool and its not showing any under name only active directory please help check with the at on this as she needs production old new,GRP_2,12
2779,unable to access user for an issue wherse after her id got last i checked in password management tool and its not showing any under name only active directory please help check with the at on this as she needs production old new,GRP_2,12
2780,company center not information from i they several that are checked to make sure they were correctly and are this is affecting channel ability use center,GRP_21,14
2781,company center not information from i have several because are checked to make sure they were correctly and are this is affecting channel ability use center,GRP_21,14
2782,company center not information from i have several that were checked to make sure they were correctly and are this is affecting channel ability use center,GRP_21,14
2783,reset for password management tool password reset one,GRP_17,9
2784,reset for password management easier password reset the,GRP_17,9
2785,reset for password management easy password reset the,GRP_17,9
2789,please to extended the user validation development environment still are,GRP_2,12
2790,please to extend the user evaluation development environment still are,GRP_2,12
2791,please to extend of user validation development environment still are,GRP_2,12
2792,us produce plant not received from plant and are i can see on the front of server but they linking,GRP_12,4
2793,us plant plant not received from plant and are i can see on the front the server but they linking,GRP_12,4
2794,us plant plant not received from plant and are i can see on that front of server but they linking,GRP_12,4
2795,reset the password with on other interaction,GRP_7,67
2796,reset the password for on other affect,GRP_7,67
2797,reset one password for on other interaction,GRP_7,67
2798,unable to reach the collaboration platform or received from this is error information if that does not help contact your support tethink and include these technical correlation id date time am user issue type user not in directory best,GRP_16,8
